MAS: Financial Database - Domestic Interest Rates Exchange Rates;;;;MAS: Financial Database - Exchange Rates;;;;;
;;;;;;;;;
Domestic Interest Rates (Daily) Exchange Rates (Daily);;;;Exchange Rates (Daily);;;;;
Mar 2000 to May 2024;;;;Mar 2000 to May 2024;;;;;
;;;;;;;;;
;;;;;;;;;
End of Period / SORA Value Date;Month;Date;Interbank 1-Week;Year;Month;Day;S$ Per Unit of US Dollar;tasa_EEUU;riesgo_MALASIA
;;16;0,81;;;8;16.600;;
;;17;0,81;;;11;16.573;;
;;19;0,81;;;12;16.459;;
;;20;0,81;;;13;16.437;;
;;21;0,88;;;14;16.510;;
;;22;0,88;;;15;16.589;;
;;23;0,88;;;18;16.579;;
;;24;0,81;;;19;16.523;;
;;26;0,88;;;20;16.490;;
;;27;0,94;;;21;16.489;;
;;28;0,94;;;22;16.495;;
;;29;0,94;;;25;16.471;;
;;30;0,88;;;26;16.475;;
;;31;0,88;;;27;16.497;;
;Sep;2;0,88;;;28;16.465;;
;;3;0,88;;;29;16.474;;
;;4;0,88;;May;3;16.384;;
;;5;0,94;;;4;16.378;;
;;6;0,94;;;5;16.378;;
;;7;0,94;;;6;16.377;;
;;9;1;;;9;16.431;;
;;10;1;;;10;16.439;;
;;11;1,06;;;11;16.443;;
;;12;1,13;;;12;16.478;;
;;13;1,13;;;13;16.543;;
;;14;1,13;;;16;16.601;;
;;16;1,25;;;17;16.568;;
;;17;1,25;;;18;16.584;;
;;18;1,31;;;19;16.540;;
;;19;1,25;;;20;16.567;;
;;20;1,38;;;24;16.574;;
;;21;1,31;;;25;16.547;;
;;23;1,38;;;26;16.596;;
;;24;1,38;;;27;16.586;;
;;25;1,44;;;30;16.585;;
;;26;1,44;;;31;16.638;;
;;27;1,44;;Jun;1;16.658;;
;;28;1,44;;;2;16.733;;
;;30;1,38;;;3;16.691;;
;Oct;1;1,38;;;6;16.662;;
;;2;1,38;;;7;16.636;;
;;3;1,5;;;8;16.600;;
;;4;1,38;;;9;16.615;;
;;5;1,38;;;10;16.665;;
;;7;1,38;;;13;16.717;;
;;8;1,38;;;14;16.748;;
;;9;1,25;;;15;16.757;;
;;10;1,25;;;16;16.736;;
;;11;1,25;;;17;16.724;;
;;12;1,25;;;20;16.691;;
;;14;1,19;;;21;16.757;;
;;15;1,13;;;22;16.713;;
;;16;0,88;;;23;16.703;;
;;17;0,75;;;24;16.757;;
;;18;0,94;;;27;16.748;;
;;19;0,94;;;28;16.785;;
;;21;0,81;;;29;16.832;;
;;22;0,94;;;30;16.832;;
;;23;1;;Jul;1;16.846;;
;;24;1,06;;;4;16.950;;
;;25;1;;;5;16.946;;
;;26;1,06;;;6;16.971;;
;;28;1;;;7;16.991;;
;;29;1,13;;;8;17.009;;
;;30;1,13;;;11;16.962;;
;;31;1;;;12;16.920;;
;Nov;1;1;;;13;16.868;;
;;2;1;;;14;16.906;;
;;5;0,94;;;15;16.897;;
;;6;0,88;;;18;16.875;;
;;7;0,63;;;19;16.858;;
;;8;0,63;;;20;16.926;;
;;9;0,63;;;21;16.836;;
;;11;0,63;;;22;16.624;;
;;12;0,69;;;25;16.587;;
;;13;0,69;;;26;16.645;;
;;14;0,63;;;27;16.715;;
;;15;0,63;;;28;16.649;;
;;16;0,63;;;29;16.621;;
;;18;0,63;;Aug;1;16.615;;
;;19;0,63;;;2;16.586;;
;;20;0,63;;;3;16.566;;
;;21;0,69;;;4;16.487;;
;;22;0,69;;;5;16.543;;
;;23;0,63;;;8;16.558;;
;;25;0,63;;;10;16.501;;
;;26;0,5;;;11;16.450;;
;;27;0,56;;;12;16.477;;
;;28;0,63;;;15;16.532;;
;;29;0,63;;;16;16.586;;
;;30;0,63;;;17;16.597;;
;Dec;2;0,69;;;18;16.602;;
;;3;0,81;;;19;16.677;;
;;4;0,88;;;22;16.676;;
;;5;0,88;;;23;16.677;;
;;7;0,88;;;24;16.745;;
;;9;0,88;;;25;16.718;;
;;10;0,88;;;26;16.741;;
;;11;0,81;;;29;16.750;;
;;12;0,75;;;30;16.832;;
;;13;0,75;;;31;16.841;;
;;14;0,75;;Sep;1;16.831;;
;;16;0,75;;;2;16.745;;
;;17;0,69;;;5;16.720;;
;;18;0,69;;;6;16.748;;
;;19;0,75;;;7;16.765;;
;;20;0,75;;;8;16.770;;
;;21;0,75;;;9;16.782;;
;;23;0,75;;;12;16.746;;
;;24;0,75;;;13;16.783;;
;;26;0,75;;;14;16.780;;
;;27;0,81;;;15;16.798;;
;;28;0,81;;;16;16.793;;
;;30;0,81;;;19;16.818;;
;;31;0,81;;;20;16.786;;
;;;;;;21;16.822;;
;;;;;;22;16.798;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;23;16.825;;
2003;Jan;2;0,81;;;26;16.863;;
;;3;0,81;;;27;16.913;;
;;4;0,81;;;28;16.919;;
;;6;0,88;;;29;16.885;;
;;7;0,94;;;30;16.891;;
;;8;0,88;;Oct;3;16.952;;
;;9;0,88;;;4;16.930;;
;;10;0,81;;;5;16.921;;
;;11;0,81;;;6;16.869;;
;;13;0,81;;;7;16.822;;
;;14;0,75;;;10;16.839;;
;;15;0,63;;;11;16.865;;
;;16;0,63;;;12;16.914;;
;;17;0,63;;;13;16.942;;
;;18;0,63;;;14;16.903;;
;;20;0,63;;;17;16.865;;
;;21;0,63;;;18;16.929;;
;;22;0,63;;;19;16.954;;
;;23;0,63;;;20;16.956;;
;;24;0,63;;;21;16.923;;
;;25;0,69;;;24;16.965;;
;;27;0,75;;;25;16.930;;
;;28;0,75;;;26;16.896;;
;;29;0,75;;;27;16.901;;
;;30;0,75;;;28;16.870;;
;;31;0,75;;;31;16.919;;
;Feb;4;0,63;;Nov;2;16.945;;
;;5;0,63;;;4;16.995;;
;;6;0,56;;;7;16.999;;
;;7;0,56;;;8;17.016;;
;;8;0,56;;;9;17.015;;
;;10;0,5;;;10;17.017;;
;;11;0,5;;;11;17.017;;
;;13;0,5;;;14;17.015;;
;;14;0,5;;;15;17.046;;
;;15;0,5;;;16;17.023;;
;;17;0,5;;;17;17.017;;
;;18;0,56;;;18;17.013;;
;;19;0,56;;;21;17.007;;
;;20;0,56;;;22;17.003;;
;;21;0,56;;;23;16.952;;
;;22;0,56;;;24;16.927;;
;;24;0,63;;;25;16.917;;
;;25;0,69;;;28;16.964;;
;;26;0,69;;;29;16.917;;
;;27;0,69;;;30;16.922;;
;;28;0,69;;Dec;1;16.912;;
;Mar;1;0,69;;;2;16.922;;
;;3;0,69;;;5;16.896;;
;;4;0,69;;;6;16.846;;
;;5;0,63;;;7;16.855;;
;;6;0,63;;;8;16.854;;
;;7;0,63;;;9;16.831;;
;;8;0,63;;;12;16.832;;
;;10;0,63;;;13;16.773;;
;;11;0,69;;;14;16.707;;
;;12;0,69;;;15;16.693;;
;;13;0,69;;;16;16.688;;
;;14;0,75;;;19;16.656;;
;;15;0,75;;;20;16.627;;
;;17;0,75;;;21;16.672;;
;;18;0,75;;;22;16.697;;
;;19;0,69;;;23;16.695;;
;;20;0,63;;;27;16.668;;
;;21;0,63;;;28;16.665;;
;;22;0,63;;;29;16.661;;
;;24;0,69;;;30;16.642;;
;;25;0,69;;;;;;
;;26;0,69;* Yearly; monthly and weekly figures are end period values,;;;;
;;27;0,69;* Daily figures are values as of noon,;;;;;
;;28;0,69;;;;;;
;;29;0,69;;;;;;
;;31;0,75;End of Period;;;S$ Per Unit of US Dollar;;
;Apr;1;0,75;2006;Jan;3;16.574;;
;;2;0,75;;;4;16.476;;
;;3;0,75;;;5;16.465;;
;;4;0,75;;;6;16.479;;
;;5;0,75;;;9;16.347;;
;;7;0,75;;;11;16.366;;
;;8;0,56;;;12;16.247;;
;;9;0,5;;;13;16.308;;
;;10;0,5;;;16;16.254;;
;;11;0,5;;;17;16.321;;
;;12;0,56;;;18;16.333;;
;;14;0,56;;;19;16.313;;
;;15;0,56;;;20;16.325;;
;;16;0,56;;;23;16.217;;
;;17;0,56;;;24;16.223;;
;;19;0,56;;;25;16.235;;
;;21;0,56;;;26;16.209;;
;;22;0,5;;;27;16.244;;
;;23;0,63;;Feb;1;16.231;;
;;24;0,63;;;2;16.317;;
;;25;0,63;;;3;16.326;;
;;26;0,63;;;6;16.270;;
;;28;0,63;;;7;16.319;;
;;29;0,63;;;8;16.309;;
;;30;0,63;;;9;16.321;;
;May;2;0,63;;;10;16.299;;
;;3;0,63;;;13;16.292;;
;;5;0,63;;;14;16.283;;
;;6;0,63;;;15;16.293;;
;;7;0,63;;;16;16.310;;
;;8;0,69;;;17;16.360;;
;;9;0,63;;;20;16.301;;
;;10;0,63;;;21;16.300;;
;;12;0,63;;;22;16.294;;
;;13;0,63;;;23;16.313;;
;;14;0,56;;;24;16.264;;
;;16;0,63;;;27;16.233;;
;;17;0,63;;;28;16.247;;
;;19;0,63;;Mar;1;16.197;;
;;20;0,56;;;2;16.190;;
;;21;0,5;;;3;16.196;;
;;22;0,56;;;6;16.233;;
;;23;0,56;;;7;16.265;;
;;24;0,56;;;8;16.314;;
;;26;0,56;;;9;16.317;;
;;27;0,63;;;10;16.299;;
;;28;0,63;;;13;16.277;;
;;29;0,69;;;14;16.252;;
;;30;0,69;;;15;16.222;;
;;31;0,63;;;16;16.183;;
;Jun;2;0,63;;;17;16.180;;
;;3;0,63;;;20;16.170;;
;;4;0,63;;;21;16.160;;
;;5;0,63;;;22;16.193;;
;;6;0,63;;;23;16.174;;
;;7;0,56;;;24;16.207;;
;;9;0,56;;;27;16.163;;
;;10;0,5;;;28;16.192;;
;;11;0,44;;;29;16.211;;
;;12;0,44;;;30;16.206;;
;;13;0,5;;;31;16.183;;
;;14;0,5;;Apr;3;16.170;;
;;16;0,5;;;4;16.156;;
;;17;0,5;;;5;16.048;;
;;18;0,5;;;6;16.065;;
;;19;0,5;;;7;16.048;;
;;20;0,5;;;10;16.038;;
;;21;0,56;;;11;16.112;;
;;23;0,5;;;12;16.110;;
;;24;0,5;;;13;16.093;;
;;25;0,5;;;17;16.029;;
;;26;0,5;;;18;16.031;;
;;27;0,56;;;19;15.989;;
;;28;0,56;;;20;15.988;;
;;30;0,5;;;21;15.982;;
;Jul;1;0,5;;;24;15.920;;
;;2;0,44;;;25;15.878;;
;;3;0,44;;;26;15.911;;
;;4;0,44;;;27;15.868;;
;;5;0,44;;;28;15.831;;
;;7;0,44;;May;2;15.800;;
;;8;0,5;;;3;15.735;;
;;9;0,56;;;4;15.759;;
;;10;0,56;;;5;15.780;;
;;11;0,56;;;8;15.648;;
;;12;0,56;;;9;15.716;;
;;14;0,56;;;10;15.664;;
;;15;0,63;;;11;15.696;;
;;16;0,63;;;15;15.696;;
;;17;0,63;;;16;15.814;;
;;18;0,63;;;17;15.717;;
;;19;0,56;;;18;15.789;;
;;21;0,56;;;19;15.811;;
;;22;0,56;;;22;15.911;;
;;23;0,5;;;23;15.827;;
;;24;0,5;;;24;15.894;;
;;25;0,5;;;25;15.861;;
;;26;0,5;;;26;15.788;;
;;28;0,5;;;29;15.788;;
;;29;0,56;;;30;15.783;;
;;30;0,63;;;31;15.764;;
;;31;0,69;;Jun;1;15.807;;
;Aug;1;0,75;;;2;15.803;;
;;2;0,69;;;5;15.734;;
;;4;0,75;;;6;15.787;;
;;5;0,81;;;7;15.825;;
;;6;0,81;;;8;15.871;;
;;7;0,75;;;9;15.920;;
;;8;0,75;;;12;15.925;;
;;11;0,75;;;13;15.989;;
;;12;0,81;;;14;15.987;;
;;13;0,81;;;15;15.934;;
;;14;0,81;;;16;15.873;;
;;15;0,81;;;19;15.975;;
;;16;0,81;;;20;15.957;;
;;18;0,81;;;21;15.894;;
;;19;0,88;;;22;15.885;;
;;20;0,88;;;23;15.952;;
;;21;0,88;;;26;15.992;;
;;22;0,88;;;27;15.960;;
;;23;0,88;;;28;15.963;;
;;25;0,88;;;29;15.983;;
;;26;0,88;;;30;15.894;;
;;27;0,88;;Jul;3;15.826;;
;;28;0,88;;;4;15.809;;
;;29;0,88;;;5;15.815;;
;;30;0,88;;;6;15.852;;
;Sep;1;0,88;;;7;15.806;;
;;2;0,88;;;10;15.741;;
;;3;0,88;;;11;15.772;;
;;4;0,81;;;12;15.787;;
;;5;0,75;;;13;15.819;;
;;6;0,75;;;14;15.862;;
;;8;0,69;;;17;15.908;;
;;9;0,69;;;18;15.926;;
;;10;0,69;;;19;15.920;;
;;11;0,69;;;20;15.875;;
;;12;0,63;;;21;15.852;;
;;13;0,63;;;24;15.850;;
;;15;0,63;;;25;15.852;;
;;16;0,56;;;26;15.852;;
;;17;0,56;;;27;15.786;;
;;18;0,56;;;28;15.800;;
;;19;0,63;;;31;15.777;;
;;20;0,63;;Aug;1;15.777;;
;;22;0,56;;;2;15.789;;
;;23;0,56;;;3;15.798;;
;;24;0,63;;;4;15.770;;
;;25;0,63;;;7;15.717;;
;;26;0,63;;;8;15.734;;
;;27;0,69;;;10;15.708;;
;;29;0,63;;;11;15.753;;
;;30;0,63;;;14;15.789;;
;Oct;1;0,56;;;15;15.812;;
;;2;0,56;;;16;15.778;;
;;3;0,56;;;17;15.748;;
;;4;0,56;;;18;15.749;;
;;6;0,56;;;21;15.720;;
;;7;0,56;;;22;15.735;;
;;8;0,56;;;23;15.745;;
;;9;0,56;;;24;15.776;;
;;10;0,56;;;25;15.772;;
;;11;0,56;;;28;15.786;;
;;13;0,56;;;29;15.745;;
;;14;0,63;;;30;15.728;;
;;15;0,69;;;31;15.729;;
;;16;0,69;;Sep;1;15.722;;
;;17;0,75;;;4;15.703;;
;;18;0,69;;;5;15.689;;
;;20;0,81;;;6;15.685;;
;;21;0,81;;;7;15.678;;
;;22;0,81;;;8;15.692;;
;;23;0,75;;;11;15.726;;
;;25;0,75;;;12;15.756;;
;;27;0,69;;;13;15.783;;
;;28;0,69;;;14;15.761;;
;;29;0,69;;;15;15.804;;
;;30;0,75;;;18;15.846;;
;;31;0,75;;;19;15.891;;
;Nov;1;0,75;;;20;15.879;;
;;3;0,69;;;21;15.820;;
;;4;0,69;;;22;15.838;;
;;5;0,69;;;25;15.841;;
;;6;0,63;;;26;15.845;;
;;7;0,56;;;27;15.871;;
;;8;0,63;;;28;15.872;;
;;10;0,5;;;29;15.869;;
;;11;0,5;;Oct;2;15.887;;
;;12;0,5;;;3;15.829;;
;;13;0,5;;;4;15.834;;
;;14;0,5;;;5;15.843;;
;;15;0,5;;;6;15.858;;
;;17;0,5;;;9;15.894;;
;;18;0,5;;;10;15.884;;
;;19;0,5;;;11;15.879;;
;;20;0,56;;;12;15.872;;
;;21;0,5;;;13;15.832;;
;;22;0,5;;;16;15.854;;
;;24;0,56;;;17;15.823;;
;;26;0,56;;;18;15.772;;
;;27;0,56;;;19;15.752;;
;;28;0,56;;;20;15.723;;
;;29;0,5;;;23;15.733;;
;Dec;1;0,5;;;25;15.723;;
;;2;0,5;;;26;15.684;;
;;3;0,44;;;27;15.659;;
;;4;0,44;;;30;15.590;;
;;5;0,44;;;31;15.625;;
;;6;0,44;;Nov;1;15.576;;
;;8;0,44;;;2;15.619;;
;;9;0,44;;;3;15.607;;
;;10;0,44;;;6;15.667;;
;;11;0,44;;;7;15.634;;
;;12;0,44;;;8;15.603;;
;;13;0,5;;;9;15.613;;
;;15;0,5;;;10;15.579;;
;;16;0,56;;;13;15.551;;
;;17;0,56;;;14;15.569;;
;;18;0,56;;;15;15.579;;
;;19;0,56;;;16;15.593;;
;;20;0,56;;;17;15.619;;
;;22;0,56;;;20;15.578;;
;;23;0,69;;;21;15.571;;
;;24;0,69;;;22;15.572;;
;;26;0,63;;;23;15.534;;
;;27;0,63;;;24;15.495;;
;;29;0,63;;;27;15.511;;
;;30;0,63;;;28;15.503;;
;;31;0,63;;;29;15.461;;
;;;;;;30;15.442;;
;;;;;Dec;1;15.429;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;4;15.431;;
2004;Jan;2;0,63;;;5;15.414;;
;;3;0,63;;;6;15.377;;
;;5;0,63;;;7;15.389;;
;;6;0,63;;;8;15.402;;
;;7;0,56;;;11;15.460;;
;;8;0,56;;;12;15.394;;
;;9;0,63;;;13;15.397;;
;;10;0,63;;;14;15.407;;
;;12;0,63;;;15;15.401;;
;;13;0,63;;;18;15.414;;
;;14;0,63;;;19;15.464;;
;;15;0,69;;;20;15.407;;
;;16;0,75;;;21;15.413;;
;;17;0,75;;;22;15.396;;
;;19;0,75;;;26;15.405;;
;;20;0,75;;;27;15.393;;
;;21;0,75;;;28;15.365;;
;;24;0,75;;;29;15.336;;
;;26;0,88;;;;;;
;;27;0,88;* Yearly; monthly and weekly figures are end period values,;;;;
;;28;0,88;* Daily figures are values as of noon,;;;;;
;;29;0,88;;;;;;
;;30;0,75;;;;;;
;;31;0,75;End of Period;;;S$ Per Unit of US Dollar;;
;Feb;3;0,75;2007;Jan;3;15.303;;
;;4;0,75;;;4;15.329;;
;;5;0,75;;;5;15.364;;
;;6;0,75;;;8;15.394;;
;;7;0,75;;;9;15.360;;
;;9;0,75;;;10;15.372;;
;;10;0,75;;;11;15.388;;
;;11;0,75;;;12;15.473;;
;;12;0,69;;;15;15.427;;
;;13;0,56;;;16;15.399;;
;;14;0,56;;;17;15.384;;
;;16;0,5;;;18;15.372;;
;;17;0,5;;;19;15.364;;
;;18;0,5;;;22;15.371;;
;;19;0,5;;;23;15.398;;
;;20;0,56;;;24;15.355;;
;;21;0,56;;;25;15.352;;
;;23;0,56;;;26;15.394;;
;;24;0,56;;;29;15.406;;
;;25;0,56;;;30;15.386;;
;;26;0,56;;;31;15.369;;
;;27;0,63;;Feb;1;15.359;;
;;28;0,63;;;2;15.364;;
;Mar;1;0,63;;;5;15.353;;
;;2;0,56;;;6;15.332;;
;;3;0,56;;;7;15.322;;
;;4;0,56;;;8;15.327;;
;;5;0,63;;;9;15.323;;
;;6;0,63;;;12;15.350;;
;;8;0,63;;;13;15.426;;
;;9;0,63;;;14;15.386;;
;;10;0,63;;;15;15.357;;
;;11;0,63;;;16;15.339;;
;;12;0,63;;;21;15.336;;
;;13;0,63;;;22;15.338;;
;;15;0,56;;;23;15.339;;
;;16;0,56;;;26;15.283;;
;;17;0,56;;;27;15.273;;
;;18;0,56;;;28;15.306;;
;;19;0,56;;Mar;1;15.279;;
;;20;0,56;;;2;15.282;;
;;22;0,56;;;5;15.263;;
;;23;0,5;;;6;15.304;;
;;24;0,5;;;7;15.289;;
;;25;0,5;;;8;15.268;;
;;26;0,56;;;9;15.268;;
;;27;0,56;;;12;15.273;;
;;29;0,56;;;13;15.276;;
;;30;0,56;;;14;15.342;;
;;31;0,63;;;15;15.324;;
;Apr;1;0,63;;;16;15.295;;
;;2;0,63;;;19;15.254;;
;;3;0,63;;;20;15.269;;
;;5;0,56;;;21;15.249;;
;;6;0,56;;;22;15.172;;
;;7;0,56;;;23;15.185;;
;;8;0,56;;;26;15.182;;
;;10;0,56;;;27;15.174;;
;;12;0,56;;;28;15.168;;
;;13;0,56;;;29;15.179;;
;;14;0,56;;;30;15.172;;
;;15;0,56;;Apr;2;15.174;;
;;16;0,5;;;3;15.184;;
;;17;0,5;;;4;15.175;;
;;19;0,5;;;5;15.127;;
;;20;0,5;;;9;15.128;;
;;21;0,5;;;10;15.163;;
;;22;0,5;;;11;15.181;;
;;23;0,5;;;12;15.194;;
;;24;0,56;;;13;15.166;;
;;26;0,56;;;16;15.139;;
;;27;0,5;;;17;15.136;;
;;28;0,5;;;18;15.126;;
;;29;0,5;;;19;15.104;;
;;30;0,5;;;20;15.102;;
;May;3;0,56;;;23;15.125;;
;;4;0,63;;;24;15.154;;
;;5;0,63;;;25;15.116;;
;;6;0,69;;;26;15.124;;
;;7;0,69;;;27;15.167;;
;;8;0,69;;;30;15.198;;
;;10;0,69;;May;2;15.231;;
;;11;0,69;;;3;15.238;;
;;12;0,69;;;4;15.236;;
;;13;0,69;;;7;15.144;;
;;14;0,75;;;8;15.144;;
;;15;0,75;;;9;15.173;;
;;17;0,75;;;10;15.156;;
;;18;0,69;;;11;15.191;;
;;19;0,69;;;14;15.137;;
;;20;0,63;;;15;15.156;;
;;21;0,56;;;16;15.174;;
;;22;0,56;;;17;15.206;;
;;24;0,56;;;18;15.271;;
;;25;0,5;;;21;15.242;;
;;26;0,5;;;22;15.313;;
;;27;0,5;;;23;15.294;;
;;28;0,5;;;24;15.259;;
;;29;0,5;;;25;15.268;;
;;31;0,5;;;28;15.273;;
;Jun;1;0,5;;;29;15.276;;
;;3;0,63;;;30;15.279;;
;;4;0,56;;Jun;1;15.295;;
;;5;0,63;;;4;15.290;;
;;7;0,56;;;5;15.309;;
;;8;0,56;;;6;15.305;;
;;9;0,56;;;7;15.326;;
;;10;0,56;;;8;15.375;;
;;11;0,56;;;11;15.425;;
;;12;0,63;;;12;15.402;;
;;14;0,63;;;13;15.417;;
;;15;0,56;;;14;15.414;;
;;16;0,56;;;15;15.410;;
;;17;0,56;;;18;15.381;;
;;18;0,56;;;19;15.378;;
;;19;0,56;;;20;15.341;;
;;21;0,56;;;21;15.380;;
;;22;0,56;;;22;15.374;;
;;23;0,56;;;25;15.387;;
;;24;0,56;;;26;15.378;;
;;25;0,56;;;27;15.385;;
;;26;0,56;;;28;15.365;;
;;28;0,56;;;29;15.326;;
;;29;0,56;;Jul;2;15.273;;
;;30;0,56;;;3;15.230;;
;Jul;1;0,56;;;4;15.231;;
;;2;0,56;;;5;15.212;;
;;3;0,56;;;6;15.202;;
;;5;0,63;;;9;15.197;;
;;6;0,69;;;10;15.178;;
;;7;1,13;;;11;15.159;;
;;8;1,06;;;12;15.159;;
;;9;1,13;;;13;15.147;;
;;10;1,13;;;16;15.167;;
;;12;1,13;;;17;15.165;;
;;13;1,06;;;18;15.182;;
;;14;1;;;19;15.169;;
;;15;1;;;20;15.117;;
;;16;1;;;23;15.110;;
;;17;1;;;24;15.048;;
;;19;0,88;;;25;15.073;;
;;20;0,81;;;26;15.106;;
;;21;0,75;;;27;15.155;;
;;22;0,81;;;30;15.147;;
;;23;0,81;;;31;15.117;;
;;24;0,88;;Aug;1;15.193;;
;;26;0,81;;;2;15.222;;
;;27;0,81;;;3;15.186;;
;;28;0,81;;;6;15.185;;
;;29;0,94;;;7;15.144;;
;;30;1;;;8;15.138;;
;;31;1;;;10;15.205;;
;Aug;2;0,94;;;13;15.179;;
;;3;0,94;;;14;15.213;;
;;4;1,06;;;15;15.318;;
;;5;1,13;;;16;15.392;;
;;6;1;;;17;15.391;;
;;7;1;;;20;15.271;;
;;10;1;;;21;15.255;;
;;11;1,06;;;22;15.292;;
;;12;1,13;;;23;15.233;;
;;13;1,13;;;24;15.240;;
;;14;1,13;;;27;15.191;;
;;16;1,13;;;28;15.223;;
;;17;1,19;;;29;15.264;;
;;18;1,13;;;30;15.225;;
;;19;1,19;;;31;15.224;;
;;20;1,13;;Sep;3;15.233;;
;;21;1,13;;;4;15.231;;
;;23;1,13;;;5;15.261;;
;;24;1,19;;;6;15.263;;
;;25;1,25;;;7;15.244;;
;;26;1,25;;;10;15.254;;
;;27;1,25;;;11;15.228;;
;;28;1,25;;;12;15.172;;
;;30;1,31;;;13;15.132;;
;;31;1,25;;;14;15.128;;
;Sep;1;1,25;;;17;15.136;;
;;2;1,13;;;18;15.174;;
;;3;1,19;;;19;15.074;;
;;4;1,19;;;20;15.061;;
;;6;1,25;;;21;15.046;;
;;7;1,25;;;24;15.042;;
;;8;1,31;;;25;15.005;;
;;9;1,38;;;26;14.978;;
;;10;1,38;;;27;14.940;;
;;11;1,38;;;28;14.909;;
;;13;1,38;;Oct;1;14.798;;
;;14;1,38;;;2;14.785;;
;;15;1,38;;;3;14.807;;
;;16;1,44;;;4;14.848;;
;;17;1,44;;;5;14.786;;
;;18;1,38;;;8;14.699;;
;;20;1,31;;;9;14.749;;
;;21;1,31;;;10;14.667;;
;;22;1,38;;;11;14.662;;
;;23;1,38;;;12;14.641;;
;;24;1,38;;;15;14.656;;
;;25;1,31;;;16;14.664;;
;;27;1,25;;;17;14.678;;
;;28;1,25;;;18;14.633;;
;;29;1,25;;;19;14.646;;
;;30;1,19;;;22;14.641;;
;Oct;1;1,19;;;23;14.658;;
;;2;1,19;;;24;14.622;;
;;4;1,19;;;25;14.601;;
;;5;1,19;;;26;14.545;;
;;6;1,19;;;29;14.528;;
;;7;1,25;;;30;14.519;;
;;8;1,25;;;31;14.492;;
;;9;1,19;;Nov;1;14.472;;
;;11;1,13;;;2;14.514;;
;;12;1,13;;;5;14.489;;
;;13;1,13;;;6;14.504;;
;;14;1,13;;;7;14.434;;
;;15;1,19;;;9;14.404;;
;;16;1,19;;;12;14.470;;
;;18;1,19;;;13;14.538;;
;;19;1,19;;;14;14.439;;
;;20;1,25;;;15;14.459;;
;;21;1,25;;;16;14.534;;
;;22;1,25;;;19;14.480;;
;;23;1,25;;;20;14.528;;
;;25;1,25;;;21;14.472;;
;;26;1,19;;;22;14.514;;
;;27;1,19;;;23;14.453;;
;;28;1,25;;;26;14.416;;
;;29;1,25;;;27;14.408;;
;;30;1,25;;;28;14.440;;
;Nov;1;1,19;;;29;14.465;;
;;2;1,19;;;30;14.458;;
;;3;1,19;;Dec;3;14.519;;
;;4;1,25;;;4;14.497;;
;;5;1,25;;;5;14.463;;
;;6;1,25;;;6;14.478;;
;;8;1,25;;;7;14.452;;
;;9;1,25;;;10;14.408;;
;;10;1,25;;;11;14.426;;
;;12;1,25;;;12;14.429;;
;;13;1,25;;;13;14.422;;
;;16;1,25;;;14;14.441;;
;;17;1,25;;;17;14.526;;
;;18;1,25;;;18;14.596;;
;;19;1,25;;;19;14.571;;
;;20;1,25;;;21;14.590;;
;;22;1,25;;;24;14.542;;
;;23;1,25;;;26;14.524;;
;;24;1,13;;;27;14.519;;
;;25;1,06;;;28;14.484;;
;;26;1;;;31;14.412;;
;;27;1,06;;;;;;
;;29;1;* Yearly; monthly and weekly figures are end period values,;;;;
;;30;1,13;* Daily figures are values as of noon,;;;;;
;Dec;1;1,13;;;;;;
;;2;1,13;;;;;;
;;3;1,13;End of Period;;;S$ Per Unit of US Dollar;;
;;4;1,13;2008;Jan;2;14.410;;
;;6;1,13;;;3;14.369;;
;;7;1,19;;;4;14.340;;
;;8;1,13;;;7;14.344;;
;;9;1,25;;;8;14.329;;
;;10;1,31;;;9;14.323;;
;;11;1,31;;;10;14.310;;
;;13;1,25;;;11;14.282;;
;;14;1,25;;;14;14.308;;
;;15;1,25;;;15;14.292;;
;;16;1,19;;;16;14.277;;
;;17;1,19;;;17;14.320;;
;;18;1,25;;;18;14.388;;
;;20;1,25;;;21;14.390;;
;;21;1,25;;;22;14.503;;
;;22;1,25;;;23;14.391;;
;;23;1,31;;;24;14.309;;
;;24;1,31;;;25;14.231;;
;;27;1,31;;;28;14.224;;
;;28;1,31;;;29;14.194;;
;;29;1,38;;;30;14.212;;
;;30;1,38;;;31;14.184;;
;;31;1,38;;Feb;1;14.164;;
;;;;;;4;14.151;;
;;;;;;5;14.145;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;6;14.194;;
2005;Jan;3;1,44;;;11;14.187;;
;;4;1,56;;;12;14.184;;
;;5;1,75;;;13;14.161;;
;;6;1,81;;;14;14.192;;
;;7;1,81;;;15;14.142;;
;;8;1,81;;;18;14.116;;
;;10;1,81;;;19;14.116;;
;;11;1,81;;;20;14.114;;
;;12;1,81;;;21;14.109;;
;;13;1,81;;;22;14.077;;
;;14;1,81;;;25;14.050;;
;;15;1,81;;;26;14.052;;
;;17;1,63;;;27;14.014;;
;;18;1,63;;;28;13.947;;
;;19;1,5;;;29;13.929;;
;;20;1,5;;Mar;3;13.965;;
;;22;1,5;;;4;13.909;;
;;24;1,5;;;5;13.896;;
;;25;1,63;;;6;13.875;;
;;26;1,63;;;7;13.866;;
;;27;1,75;;;10;13.872;;
